locID,cityID,streetAddress,roadChar
2418,132,2721 Birch Hill Road,Not at a Junction
2419,189,452 Main Street,Parking Lot
2420,112,Putney Mtn Rd,Not at a Junction
2421,104,I 89 S MM74;MM 74.4 ,Not Reported
2422,100,River Road,Not at a Junction
2423,15,Wales Street,Four-way Intersection
2424,12,127,Not at a Junction
2425,73,College Hill,Not Reported
2426,11,I 89 N MM100; MM100.7 ,Not Reported
2427,20,Route 112,Y - Intersection
2428,23,I 89 S MM63; JUST OFF EXT 10 ON RAMP ,Not Reported
2429,12,Shelburne Rd,Traffic circle / roundabout
2430,2,Kimball Ave,Not at a Junction
2431,130,I91 S,Not at a Junction
2432,96,HIGHGATE RD,Not Reported
2433,170,568 VT Rt 313,Four-way Intersection
2434,12,Park St,T - Intersection
2435,3,Main St,T - Intersection
2436,12,26 Park St,Not at a Junction
2437,69,Beckett St,T - Intersection
2438,10,ST. GEORGE ROAD,Four-way Intersection
2439,72,7861 Vt Rt 14,Not at a Junction
2440,141,Not Reported,T - Intersection
2441,12,235 College St,Parking Lot
2442,44,Vt Rt 14 S,Not Reported
2443,62,I 89 N MM53; UTURN ,Not Reported
2444,163,1447 Danby Mountain Rd,Not at a Junction
2445,139,6416 VT RT 100,Not at a Junction
2446,8,71 Maple Street,Not at a Junction
2447,99,Magee Hill Rd,T - Intersection
2448,145,Pomfret Rd.,Not at a Junction
2449,2,974 Shelburne Rd,Parking Lot
2450,77,140 SOARING HAWK LN ,Not Reported
2451,92,11 POLLANDER RD ,Not Reported
2452,196,WESTFORD-MILTON RD,Not at a Junction
2453,12,Park St,Not at a Junction
2454,31,1411 Laporte Rd,Not at a Junction
2455,28,10 Kocher Drive,Four-way Intersection
2456,110,2873 VT RT 242,Not at a Junction
2457,7,Skitchewaug Trail,Not at a Junction
2458,115,130 Fisher Road,Parking Lot
2459,163,885 Mad Tom Rd,Not at a Junction
2460,61,8493 VT RT 113,Not at a Junction
2461,19,Rt 15,Not at a Junction
2462,12,25 Elmwood Ave,Not at a Junction
2463,96,I89 North,Not at a Junction
2464,35,US ROUTE 302,Not Reported
2465,172,1 HONEY CORNERS RD ,Not Reported
2466,2,I189 Eastbound,Not at a Junction
2467,152,4083 VT ROUTE 100 ,Not Reported
2468,28,47 US Route 7 S,Not at a Junction
2469,214,MAXFIELD RD,Not at a Junction
2470,64,Lake St,Not at a Junction
2471,7,Chester Road,Not Reported
2472,31,VT RT 100,Not at a Junction
2473,62,Main Street,T - Intersection
2474,193,QUAKER ST,Not Reported
2475,28,VT Route 7A,Not at a Junction
2476,23,2802 VT RT 100,Not at a Junction
2477,38,Rt 36,T - Intersection
2478,12,83 N Union St,Not at a Junction
2479,19,70 Pearl St,Parking Lot
2480,96,Rte 78,Four-way Intersection
2481,7,209 River Street,Not at a Junction
2482,104,I89 Sb,Not at a Junction
2483,38,Swanton Rd,Not at a Junction
2484,42,3351 Pucker St,Not at a Junction
2485,73,45 Pleasant St,Not Reported
2486,128,3851 VT RT 22A,T - Intersection
2487,150,Mile Marker  71,Not at a Junction
2488,134,RT 4 And RT 100A,T - Intersection
2489,141,3781 Ethan Allen HWY,Not at a Junction
2490,42,Luce Hill RD,Not at a Junction
2491,104,194 W Main St,Driveway
2492,14,Exit 20 On Ramp South,On Ramp
2493,42,Pucker St,Driveway
2494,16,Quarterline Rd,Not at a Junction
2495,47,307 Cassie ST,Not at a Junction
2496,19,70 Pearl St,Not Reported
2497,7,303 South Street Parking Lot,Parking Lot
2498,148,5477 Stage Rd,Not at a Junction
2499,40,1242 VT Route 11 West,Not at a Junction
2500,19,55 Maple St,Not at a Junction
2501,86,Broad St,Four-way Intersection
2502,46,Back Westminster Rd,Not at a Junction
2503,186,500 Us Route 2,Not at a Junction
2504,6,843 Canal St,Not at a Junction
2505,42,258 Mansfield View Rd,Not at a Junction
2506,65,Route 30,T - Intersection
2507,92,Not Reported,Not at a Junction
2508,19,186 RIVER RD,T - Intersection
2509,42,1606 Pucker St,Not Reported
2510,33,4454 WATER TOWER RD ,Not Reported
2511,10,Mountain View Road,Four-way Intersection
2512,2,Allen Road,Not at a Junction
2513,19,60 Sand Hill Rd,Not at a Junction
2514,142,51 Lake Morey Road,Not at a Junction
2515,201,US Route 302,Not at a Junction
2516,185,253 Main Street,Not at a Junction
2517,2,Williston Road,Parking Lot
2518,13,North Pleasant St,Four-way Intersection
2519,128,4483 Lake Street,Four-way Intersection
2520,19,8 ESSEX WAY,Parking Lot
2521,62,Lincoln Avenue,Not at a Junction
2522,28,200 Union Street,Four-way Intersection
2523,2,150 Dorset Street,Parking Lot
2524,1,Rte 9 East,Not at a Junction
2525,87,2519 Howe Hill Road,Not at a Junction
2526,12,S Winooski Ave,Driveway
2527,2,40 Timber Ln,Parking Lot
2528,14,1996 Memorial Dr.,Not Reported
2529,60,Us Route 7,Not at a Junction
2530,11,43 Bombardier Rd,Parking Lot
2531,146,85 Mitchell Rd,Driveway
2532,119,US Route 4 Eastbound,Not at a Junction
2533,67,US RT 4,Not Reported
2534,19,2 Carmichael St,Parking Lot
2535,166,1362 VT ROUTE 103 N,Not Reported
2536,115,I 89 S MM50; JUST B/F MM 50.8 ,Not Reported
2537,220,Marshfield Road,Four-way Intersection
2538,84,44 Brown's Trace Rd,Driveway
2539,13,27 N Pleasant St,Parking Lot
2540,7,Baltimore Road,Not at a Junction
2541,31,Munson Avenue,Parking Lot
2542,119,Griffin Road,Not at a Junction
2543,199,N MAIN ST,Not Reported
2544,92,274 Mtn. View Dr. Ext.,Y - Intersection
2545,62,Main St,T - Intersection
2546,12,88 Oak St,Driveway
2547,140,Lower Main W,T - Intersection
2548,25,Frog Pond Rd,Not at a Junction
2549,215,Millbrook Rd,Not at a Junction
2550,40,VT Route 103 North,T - Intersection
2551,167,Vt Rt 10,Not at a Junction
2552,139,Not Reported,Not at a Junction
2553,21,628 Sand Road,Driveway
2554,28,210 Norhside Drive,Parking Lot
2555,17,2153 Arnold Bay Road,Not at a Junction
2556,224,VT ROUTE 7A,Not Reported
2557,13,8 Washington St,Parking Lot
2558,169,60 Bristol Road,Not Reported
2559,113,1959 W Creek Rd,Not at a Junction
2560,12,1 Maple St,Parking Lot
2561,6,42 Anna Marsh Lane,Parking Lot
2562,141,89 South 109.8,Not at a Junction
2563,13,114 South Village Green,Not at a Junction
2564,6,182 Main St,Parking Lot
2565,75,SHOVER RD,Not Reported
2566,10,I 89 S MM84,Not Reported
2567,13,326 College St,Four-way Intersection
2568,115,1415 US ROUTE 302,Not Reported
2569,144,1045,Driveway
2570,28,US Route 7 North,Not at a Junction
2571,165,Route 108,Not at a Junction
2572,28,471 North Branch Street,Not at a Junction
2573,105,Not Reported,Not at a Junction
2574,170,VT Rte 7a,Four-way Intersection
2575,12,N Winooski Ave,T - Intersection
2576,4,1476 Vt Rt 9,Not at a Junction
2577,74,Signal Hill,Not Reported
2578,64,55 Upper Welden St,Not at a Junction
2579,64,Catherine St,Four-way Intersection
2580,10,I-89 North,Not at a Junction
2581,168,US Route 2,T - Intersection
2582,179,Sunset Lake Rd,Not at a Junction
2583,28,100 Elm Street,Four-way Intersection
2584,105,Higley Hill Rd,Not at a Junction
2585,12,St Paul St,Driveway
2586,128,1627 Vt Route 17,Not at a Junction
2587,99,Vt Rt 116,T - Intersection
2588,91,I 89 South,Not at a Junction
2589,183,768 Route 30,Not at a Junction
2590,104,13 W Main St,Parking Lot
2591,35,1047 US RT 302,Not at a Junction
2592,38,900 Industrial Park Rd,Parking Lot
2593,39,I 89 N MM129 ,Not Reported
2594,140,48 Moose Alley,Not at a Junction
2595,141,I-89 Southbound At Mile Marker 110,Not at a Junction
2596,124,INTERSTATE 93 N ,Not Reported
2597,44,Vt Rt 14 South,Not at a Junction
2598,12,242 N Winooski Ave,Parking Lot
2599,28,171 Rocky Lane,Not at a Junction
2600,12,Main St,Parking Lot
2601,86,93 MAIN ST ,Not Reported
2602,6,Westgate Drive,Not at a Junction
2603,39,116 COOK RD ,Not Reported
2604,23,I 89 S MM63 ,Not Reported
2605,71,2087 Barber Pond Rd,Not at a Junction
2606,2,1100 Dorset Street,Not at a Junction
2607,12,So Willard St,Not at a Junction
2608,71,MASON HILL RD S,Not Reported
2609,126,2670 VT RT 14,Not at a Junction
2610,10,Industrial Avenue,Not at a Junction
2611,225,246 VT RT 44,Not at a Junction
2612,104,Huntington Rd,Not at a Junction
2613,70,411 N Main St,T - Intersection
2614,6,132 Fairview St,Not at a Junction
2615,19,112 CENTER RD,Not at a Junction
2616,23,I 89 N MM63,Not Reported
2617,69,I 89 S MM46,Not Reported
2618,104,I 89 N MM75,Not Reported
2619,118,I 91 N MM112,Not Reported
2620,197,7300 Block VT ROUTE 25,Not Reported
2621,80,3100 Block US ROUTE 5,Not Reported
2622,37,1400 Elmore Pond Rd,Not at a Junction
2623,67,VT ROUTE 100 N,Not Reported
2624,11,I 89 N MM101,Not Reported
2625,84,100 Block BROWNS TRCE,Not Reported
2626,2,189 Hannaford Dr,Not Reported
2627,80,4278 US ROUTE 5 ,Not Reported
2628,168,257 GREENWOODS RD ,Not Reported
2629,7,MAIN STREET,Not at a Junction
2630,28,Crescent Blvd,Not at a Junction
2631,80,Not Reported,T - Intersection
2632,140,117 Lower Main St W,Not at a Junction
2633,80,4518 US ROUTE 5; MCDONALDS; IFO MCDONALD,Not Reported
2634,124,I 91 S MM128; EXIT 19 OFF RAMP ,Not Reported
2635,185,18 School Street,Not at a Junction
2636,12,Church St,Four-way Intersection
2637,203,Breeza Ave,Not at a Junction
2638,32,Kingswood Road,Not at a Junction
2639,6,I91 Offramp N,T - Intersection
2640,115,I 89 S MM47; 47.2 ,Not Reported
2641,77,1297 ETHAN ALLEN HWY ,Not Reported
2642,53,2725 Route 5 North,T - Intersection
2643,12,633 Main St #LL Loading Dock,Not Reported
2644,130,I 91 S MM125; 125/5 ,Not Reported
2645,121,US RTE 7 ,Not Reported
2646,28,122 River Street,Not at a Junction
2647,115,US RTE 302,Four-way Intersection
2648,3,US Rt 7 Exit 4,Off Ramp
2649,29,I 89 S MM22,Not Reported
2650,222,351 Shaker HIll Road,Not at a Junction
2651,28,VT RT 279,Not at a Junction
2652,21,I 89 N MM91 ,Not Reported
2653,10,631 MOUNTAIN VIEW ROAD,Not at a Junction
2654,157,Newell Hill Rd,Not at a Junction
2655,28,Pleasant Street,T - Intersection
2656,155,368 E Concord Rd,Not at a Junction
2657,10,300 Essex Rd,Not at a Junction
2658,60,Falls Road,Four-way Intersection
2659,48,2426 Route 100,T - Intersection
2660,7,920 Brook Road,Not Reported
2661,18,168 IRISH SETTLEMENT RD ,Not Reported
2662,149,1271 Main St,Not at a Junction
2663,7,70 Chester Road,Not at a Junction
2664,29,2068 VT Route 107,T - Intersection
2665,115,Route 302,Not Reported
2666,13,E Main St,Not at a Junction
2667,86,12 Broad St,Parking Lot
2668,2,White Street,Four-way Intersection
2669,28,1679 Harwood Hill,Not at a Junction
2670,55,I 91 S MM68 ,Not Reported
2671,104,2673 E Main St,Driveway
2672,30,598 SHADY RILL RD ,Not Reported
2673,34,MAIN STREET/COVENTRY STREET,T - Intersection
2674,15,West Street,Railway grade crossing
2675,15,133 Strongs Avenue,Not Reported
2676,6,I91 MM10/40NB,Not at a Junction
2677,170,3575 VT ROUTE 7A ,Not Reported
2678,157,1 Block NEWELL HILL RD,Not Reported
2679,15,Stratton Road,Y - Intersection
2680,92,West Hill Road,Not at a Junction
2681,3,23 Bonnet St,Not at a Junction
2682,28,Mansion Drive,Not Reported
2683,31,2187 Cole HIll Rd,Not at a Junction
2684,12,Archibald St,Not at a Junction
2685,123,Benson Lane,Not at a Junction
2686,104,141 W Main St,Not at a Junction
2687,7,I91 MM44/40SB,Not at a Junction
2688,104,Jericho Rd,Not Reported
2689,19,157 PEARL ST,Not at a Junction
2690,6,53 Fairview St,Not at a Junction
2691,92,VT Rte 15,Not at a Junction
2692,19,4 Lincoln St,Five-point or more
2693,21,Roosevelt Hwy,Four-way Intersection
2694,134,187 US RT 4,Not at a Junction
2695,10,Williston Rd & Maple Tree Place Rd,Not Reported
2696,81,Not Reported,Not at a Junction
2697,121,US Route 7,Not Reported
2698,104,Vt Rt 117,T - Intersection
2699,82,I 91 N Mm76,Not at a Junction
2700,31,3135 Rt 15 E,Not at a Junction
2701,75,VT Route 100,Not at a Junction
2702,30,13 CENTER ROAD,Not at a Junction
2703,132,2236 Franklin St,Not at a Junction
2704,19,137 IROQUOIS AVE,Parking Lot
2705,1,Wards Beach Access Road,Not at a Junction
2706,28,222 Depot Street,Not at a Junction
2707,22,ELLSWORTH RD,Not Reported
2708,96,2227 Highgate Rd,Not at a Junction
2709,58,1297 Bruce Badger Memorial,Not at a Junction
2710,60,Shelburne Road,Not Reported
2711,192,274 MINISTER BROOK RD ,Not Reported
2712,70,Elm St,T - Intersection
2713,14,101 Almshouse Rd,Parking Lot
2714,7,135 Fairground Rd,Parking Lot
2715,6,1027 Putney Rd,Not at a Junction
2716,12,168 Archibald St,Not at a Junction
2717,21,Malletts Bay Avenue,Not at a Junction
2718,81,Cobb Road,Not at a Junction
2719,19,158 BROWNS RIVER RD,Not at a Junction
2720,19,Susie Wilson Road,T - Intersection
2721,7,Brockway Mills Rd,Not at a Junction
2722,23,2657 WATERBURY-STOWE RD,Not at a Junction
2723,61,US Route 5,Not at a Junction
2724,92,3929 VT RT 15,Not at a Junction
2725,91,I 89 MM26 822 U TURN,Not Reported
2726,69,I 89 S MM42,Not Reported
2727,109,1 Block E MAIN ST,Not Reported
2728,46,Westminster Street,Not Reported
2729,61,7700 Block VT ROUTE 113,Not Reported
2730,157,Rt 100,Not at a Junction
2731,10,Siant George Road,Not at a Junction
2732,95,VT RTE 105,Four-way Intersection
2733,6,215 Main St,Parking Lot
2734,55,I 89 N,Not at a Junction
2735,96,MM 118.6,Not at a Junction
2736,189,US RT 5,Y - Intersection
2737,189,US RT 5,Not at a Junction
2738,112,Interstate 91,Not at a Junction
2739,226,VT ROUTE 100,Not Reported
2740,12,320 Pine St,Parking Lot
2741,26,6728 T RT 9,Not at a Junction
2742,40,VT Route 103 South,T - Intersection
2743,70,6 ELM ST,Not at a Junction
2744,113,ARCH ST,Not Reported
2745,7,7 Morgan Street,Driveway
2746,12,Flynn Ave,Not at a Junction
2747,19,SUSIE WILSON RD,Four-way Intersection
2748,115,VT RTE 62,Four-way Intersection
2749,35,I 91,Not at a Junction
2750,98,531 RT 14,Not at a Junction
2751,107,US Route 4E,Driveway
2752,185,MAIN STREET,Not Reported
2753,215,533 Mill Brook Road,Not at a Junction
2754,28,222 Elm Street,Not at a Junction
2755,6,182 Canal St,Not at a Junction
2756,164,2500 Block VT ROUTE 140,Not Reported
2757,55,1957 Quchee Main St.,T - Intersection
2758,180,Not Reported,Not at a Junction
2759,12,1 Depot St,Not at a Junction
2760,28,Weeks Street,Four-way Intersection
2761,56,Main Rd.,Not at a Junction
2762,42,Stowe Hollow Rd,Not at a Junction
2763,11,259 Us Route 7,Parking Lot
2764,64,NORTH MAIN STREET,Not at a Junction
2765,56,3300 Block MAIN RD,Not Reported
2766,91,Vt Route 12,Not at a Junction
2767,55,Woodstock Rd,T - Intersection
2768,21,I 89 N MM98,Not Reported
2769,135,VT ROUTE 12,Not Reported
2770,7,14 Missing Llnk Road,Parking Lot
2771,75,VT ROUTE 100,Not Reported
2772,6,Not Reported,Off Ramp
2773,28,Rt 279 On Ramp 7N,Off Ramp
2774,116,Ascutney Basin Road,Four-way Intersection
2775,6,476 Canal St/Walgreens,T - Intersection
2776,20,6442 VT Route 100,Not at a Junction
2777,10,ST. GEORGE ROAD,Not at a Junction
2778,12,100 Main St,Parking Lot
2779,10,North Williston Road,Parking Lot
2780,48,Vermont Route 11,T - Intersection
2781,12,Southcrest Dr,Four-way Intersection
2782,12,595 Shelburne Rd,T - Intersection
2783,18,VT RT 15,Not Reported
2784,195,ROUTE 14 ; WEST OF THE VILLAGE ,Not Reported
2785,14,442 CREPEAULT HILL RD,Not Reported
2786,58,2317 US RT 2E,Not at a Junction
2787,6,698 Putney Rd,Not at a Junction
2788,63,I 89 N,Not at a Junction
2789,28,Main Street,Four-way Intersection
2790,59,79 Weaver St Lot,Parking Lot
2791,112,1 Block HILL-LO BIDDY RD,Not Reported
2792,122,16 SAND HILL CIR,Not Reported
2793,7,97 Summer Street,Not at a Junction
2794,11,I 89 S MM99; 99.8 ,Not Reported
2795,28,206 Grove Street,Not at a Junction
2796,62,US ROUTE 2,Not Reported
2797,6,50 Main St,T - Intersection
2798,28,West Road,Not at a Junction
2799,3,Depot St,Not at a Junction
2800,149,1597,Not at a Junction
2801,174,Baltimore Road,Not at a Junction
2802,2,Dorset St,Crossover
2803,39,2327 Machia Road,Not at a Junction
2804,38,138 Swanton Rd,T - Intersection
2805,6,ENT EXT 2 I 91 S,Not Reported
2806,12,206 Shelburne Rd,Parking Lot
2807,96,382 Maquam Shore Road,Not at a Junction
2808,55,I 91 S,Not at a Junction
2809,59,55 Forest St,Not at a Junction
2810,101,5300 Block MAIN ST,Not Reported
2811,206,3106 VT RT 74E,Not Reported
2812,124,I 93 S MM1,Not Reported
2813,183,Goodaleville Rd,Not at a Junction
2814,70,SouthMain Street,Parking Lot
2815,2,870 Williston Road,Parking Lot
2816,28,66 Main Street,Not at a Junction
2817,2,National Guard Avenue,Not at a Junction
2818,44,22 Junction Rd,T - Intersection
2819,86,110 Braod St,Not at a Junction
2820,186,582 US Route 2,Not at a Junction
2821,108,2165 Us Route 7,T - Intersection
2822,92,2817 N. Cambridge Rd,Not at a Junction
2823,55,5573 Woodstock Rd,Not at a Junction
2824,15,10 Woodstock Ave.,Not Reported
2825,77,413 CARPENTER RD ,Not Reported
2826,29,Vt Rt 14,Railway grade crossing
2827,67,VT-100,Not Reported
2828,70,314 Prospect St,Not at a Junction
2829,227,487  US Rt 2,Not at a Junction
2830,15,125 State Street,Not at a Junction
2831,189,71 CHURCH ST ,Not Reported
2832,6,Not Reported,Not Reported
2833,185,N. Green Street,Four-way Intersection
2834,122,2096 Rt. 7,Not Reported
2835,78,1220 VT ROUTE 67 E ,Not Reported
2836,59,Winooski Falls Way,Not at a Junction
2837,2,Airport Parkway,T - Intersection
2838,79,612 S Main Street,Not at a Junction
2839,34,1474 EAST MAIN ST,Not at a Junction
2840,21,713 West Lakeshore Drive,T - Intersection
2841,7,5 Chester Rd.,Not at a Junction
2842,49,330 VT ROUTE 22A ,Not Reported
2843,142,I 91 S MM95 ,Not Reported
2844,115,Fisher Rd,Not Reported
2845,170,5600 VT Rt 7A,Not at a Junction
2846,44,Vt Rt 16 S,Not at a Junction
2847,12,485 Colchester Ave,Four-way Intersection
2848,11,US Rt 2,Not at a Junction
2849,42,44 Park Place,Not Reported
2850,12,366 Pearl St,Not at a Junction
2851,70,399 North Main St,Four-way Intersection
2852,59,357 Main St,Parking Lot
2853,12,Mansfield Ave,T - Intersection
2854,100,US Route 7,T - Intersection
2855,39,Route 78,T - Intersection
2856,228,Eagle Hollow Road,Not at a Junction
2857,28,153 Northside Drive,Not at a Junction
2858,11,Northbound,Not at a Junction
2859,12,I 89 N MM89  S,Not Reported
2860,11,I 89 S MM104; 104/6 ,Not Reported
2861,12,North Ave,Y - Intersection
2862,7,43 Park Street,Driveway
2863,145,7873 Pomfret Rd,T - Intersection
2864,9,93 Route 103,Parking Lot
2865,132,Park Street,Y - Intersection
2866,28,1968 Route 7 South,Not at a Junction
2867,123,Pine St,Not Reported
2868,7,539 Charlestown Road,Parking Lot
2869,59,146 Malletts Bay Ave,Not at a Junction
2870,21,835 Blakely Road,Parking Lot
2871,44,South Main Street,T - Intersection
2872,69,VT RT 64 MM4,Not Reported
2873,28,Northside Drive,T - Intersection
2874,63,CAMP BROOK RD,Not Reported
2875,44,426 South  Main Street,Not at a Junction
2876,19,71 UPPER MAIN ST,Off Ramp
2877,10,VT Route 2A,Four-way Intersection
2878,23,I 89 N MM62 ,Not Reported
2879,183,6388 Route 30,T - Intersection
2880,6,Bridge St,Railway grade crossing
2881,47,Morrison Rd,Not at a Junction
2882,31,2305 Laporte Rd,Not at a Junction
2883,1,Lake Raponda Road,Not at a Junction
2884,28,East Main Street,Four-way Intersection
2885,219,5131 VT RT 125,Not at a Junction
2886,19,63 Pearl St,Not at a Junction
2887,8,372 Rocky Dale Rd,Not at a Junction
2888,10,MAPLE TREE PLACE,Traffic circle / roundabout
2889,69,236 Graniteville Rd,Not at a Junction
2890,28,367 Dermody Road,Not at a Junction
2891,99,14573 Vt Rt 116,Not at a Junction
2892,10,St. George Road,Not at a Junction
2893,6,114 Marlboro Rd,Not at a Junction
2894,96,101 First Street,Not at a Junction
2895,12,North St,T - Intersection
2896,85,1800 US ROUTE 7 ,Not Reported
2897,12,Lake St,Driveway
2898,2,Kennedy Drive,Not at a Junction
2899,2,Dorset St,Not at a Junction
2900,21,883 College Parkway,Parking Lot
2901,15,West Street,Not at a Junction
2902,72,Ridge Rd,Not at a Junction
2903,19,434 Browns River Rd,Not at a Junction
2904,92,Pleasant Valley,T - Intersection
2905,19,PEARL ST,Four-way Intersection
2906,10,30 Hawthorne Street,Parking Lot
2907,44,2439 Vt Rt 15,Not at a Junction
2908,12,176 Main St,Not Reported
2909,122,US Route 7,Four-way Intersection
2910,42,350 S Main St,Not at a Junction
2911,124,"Exit 1, Northbound",Off Ramp
2912,19,63 RIVER RD,T - Intersection
2913,96,Route 7,Not at a Junction
2914,6,Fairground Rd,T - Intersection
2915,16,Middle Rd,Four-way Intersection
2916,107,US RT 4 / Old Turnpike Rd,T - Intersection
2917,99,10516 Vt Rt 116,Not at a Junction
2918,2,1076 Williston Road,T - Intersection
2919,101,6696 Main St,Not at a Junction
2920,2,I-89 North,Not at a Junction
2921,10,2300 Williston Road,Not at a Junction
2922,70,262 Prospect St,Not at a Junction
2923,2,I 89 Sb,Not at a Junction
2924,15,North Main Street,Not at a Junction
2925,13,Court Sq,Y - Intersection
2926,35,Main Street North,Not at a Junction
2927,96,I 89 N MM121; 121/4 ,Not Reported
2928,31,Not Reported,Traffic circle / roundabout
2929,2,Hannaford Drive,Four-way Intersection
2930,19,4 CARMICHAEL ST,Parking Lot
2931,161,BUNKER HILL CIRCLE,Not Reported
2932,14,945 Spaulding Rd,Not at a Junction
2933,12,I 89 S MM88; PAST 14E  S,Not Reported
2934,75,WHITE RD ,Not Reported
2935,19,317 BROWNS RIVER RD,Not at a Junction
2936,214,2886 LOWER RD ,Not Reported
2937,166,VT-103,Not Reported
2938,6,Park Place,Traffic circle / roundabout
2939,11,US Route 7,T - Intersection
2940,74,348 Vermont Route 30,Not at a Junction
2941,124,I93,Not at a Junction
2942,17,1296 VT ROUTE 22A ,Not Reported
2943,147,633 Vt Route 30,Not at a Junction
2944,28,408 Rice Lane,Not at a Junction
2945,6,Hinesburg Rd,Not at a Junction
2946,62,248 Elm St,Not at a Junction
2947,23,Waterbury-Stowe Rd,T - Intersection
2948,49,260 Vt Route 22A,Not at a Junction
2949,2,National Guard Ave,Not Reported
2950,7,Elm Hill Rd,Y - Intersection
2951,219,1705 Market  Road,Not at a Junction
2952,7,262 RIVER STREET,Parking Lot
2953,12,Park St,Four-way Intersection
2954,6,71 Walnut St,Not at a Junction
2955,115,US RT 302,Four-way Intersection
2956,7,Eureka Road,Not at a Junction
2957,48,3230 Winhall Hollow Road,Not at a Junction
2958,122,DIAMOND RUN MALL PL,T - Intersection
2959,12,Bank St,T - Intersection
2960,46,Route 5,Not Reported
2961,2,East Terrace,Not at a Junction
2962,140,337 College Hill,Parking Lot
2963,19,PEARL ST,Parking Lot
2964,31,4574 Laporte Rd,Not at a Junction
2965,12,100 North St,Not at a Junction
2966,220,1800 Block WORCESTER RD,Not Reported
2967,6,Vernon St,Not at a Junction
2968,206,Vt Rt 74,Not at a Junction
2969,181,1412 Route 30,T - Intersection
2970,40,VT Route 103,Not at a Junction
2971,149,2766 VT RT 105,Not at a Junction
2972,23,Exit 10 On Ramp,Not at a Junction
2973,86,1 Block E BURKE RD,Not Reported
2974,6,I-91 N,Not Reported
2975,8,2437 VT RT 116,T - Intersection
2976,170,3198 VT Rte 7-A,Not at a Junction
2977,61,VT Route 113,Not Reported
2978,12,1 North Ave,Not at a Junction
2979,62,State Street,Not Reported
2980,180,I91 SB,Not at a Junction
2981,116,GOULDEN RIDGE,Not at a Junction
2982,104,I 89 S MM77 ,Not Reported
2983,121,Church St,Not at a Junction
2984,13,30 Porter Dr,Parking Lot
2985,40,1780 VT Route 11 East,Not at a Junction
2986,8,881 Upper Notch Rd,Not at a Junction
2987,13,Rte 125 W,Four-way Intersection
2988,19,90 Center Rd,Four-way Intersection
2989,96,CAMPBELL BAY RD ,Not Reported
2990,12,16 Grant St,Not at a Junction
2991,156,979 W CORINTH RD ,Not Reported
2992,104,Wes White Hill,T - Intersection
2993,19,120 Browns River Rd,Not at a Junction
2994,14,857 MEMORIAL DR,Not Reported
2995,118,Ryegate Road,Not at a Junction
2996,115,245 US RTE 302,Not at a Junction
2997,136,236 Vt 236,Four-way Intersection
2998,12,N Champlain St,T - Intersection
2999,28,125 Northside Drive,Parking Lot
3000,139,Shrewsbury Rd,Not at a Junction
3001,71,US RT 7,Not Reported
3002,6,Putney Road,Not at a Junction
3003,98,Alderbrook Rd,Not at a Junction
3004,12,S Willard St,Four-way Intersection
3005,96,272 COUNTY RD ,Not Reported
3006,11,570 East Road,Four-way Intersection
3007,11,US Rt 7,T - Intersection
3008,3,4803 MAIN STREET,Parking Lot
3009,124,I 91 S MM127,Not Reported
3010,62,I 89 N MM52,Not Reported
3011,169,3215 Monkton Road,Not at a Junction
3012,12,669 Riverside Ave,Unknown
3013,12,Manhattan Dr,Not at a Junction
3014,132,Conant Square,Parking Lot
3015,191,3100 Block MOUNTAIN RD,Not Reported
3016,12,406 S Prospect St #Robinson,Parking Lot
3017,191,VT ROUTE 242,Not Reported
3018,10,863 Harvest Ln,Not at a Junction
3019,19,38 Densmore,Parking Lot
3020,148,VT RTE 22A,Not Reported
3021,44,Bridgman Hill Rd,Not at a Junction
3022,102,Duffy Hill Rd,Not at a Junction
3023,229,Stannard Mtn & Lazy Mill,Y - Intersection
3024,42,1859 Mountain Rd,Not at a Junction
3025,104,W Main St,Four-way Intersection
3026,196,2238 VT ROUTE 128 ,Not Reported
3027,91,895 Vt Route 12,Not at a Junction
3028,20,Fuller Hill Road,Not at a Junction
3029,19,2 Lincoln St,Parking Lot
3030,100,3305 Main Street,Not at a Junction
3031,19,89 CENTER RD,Not at a Junction
3032,14,Pleasant St,T - Intersection
3033,13,219 South Main Street,Parking Lot
3034,34,E Main St.,Not at a Junction
3035,85,Brook Rd,Not at a Junction
3036,28,Monument Avenue,T - Intersection
3037,39,6756 VT RT 78,Y - Intersection
3038,12,189 w; near rt7  S,Not Reported
3039,7,Main Street,T - Intersection
3040,140,117 Lower Main W,Parking Lot
3041,6,215 Main St,T - Intersection
3042,28,Harwood Hill Road,T - Intersection
3043,21,I 89 S MM94 ,Not Reported
3044,92,48 OLD ROUTE 15; ANGELINA\'S ,Not Reported
3045,130,I 91 S MM119 ,Not Reported
3046,38,Fisher Pond Rd,T - Intersection
3047,12,228 N Winooski Ave,Four-way Intersection
3048,19,9 PARK ST,Not at a Junction
3049,201,24 TUCKER RD ,Not Reported
3050,10,71 Boxwood Dr,Parking Lot
3051,28,10 Kocher Drive,Parking Lot
3052,147,VT RT 125,Not Reported
3053,12,131 S Winooski Ave,Four-way Intersection
3054,84,Governor Peck Rd.,Not at a Junction
3055,1,10 VT Route 9 West,T - Intersection
3056,6,Harris Place,Parking Lot
3057,78,276 CLEVELAND AVE ,Not Reported
3058,10,Essex Rd,T - Intersection
3059,128,4338 Vt Route 22A,Not at a Junction
