locID,cityID,streetAddress,roadChar
8402,150,Northbound Mile Marker 71/65,Not at a Junction
8403,94,7132 Us Rt 7,Not at a Junction
8404,61,507 Vt Rt 113,Not at a Junction
8405,45,2500 Block VT ROUTE 100,Not Reported
8406,115,878 Route 12,Not Reported
8407,8,West Street,Not at a Junction
8408,86,412 Broad Street,Not at a Junction
8409,21,258 East Lakeshore Drive,Not at a Junction
8410,115,Route 12,Not at a Junction
8411,21,462 Hegeman Avenue,Not at a Junction
8412,34,EAST MAIN STREET,Not at a Junction
8413,42,758 Robinson Springs Rd,Not Reported
8414,16,4659 Walker Mountain Road,Not at a Junction
8415,59,Union St,Driveway
8416,9,Snowbridge Rd,Not at a Junction
8417,145,6007 Pomfret Rd,Not at a Junction
8418,86,I 91 S MM140; 140/75 ,Not Reported
8419,232,VT RT 125;AREA OF THE SNOWBOWL ,Not Reported
8420,67,34 OFF MCCLALLEN DR ,Not Reported
8421,28,VT RT 279,On Ramp
8422,12,Hickok Pl,Not at a Junction
8423,42,3214 Mountain Rd,Y - Intersection
8424,219,347 MIDDLE RD; BOTTOM OF HILL BY CHURCH ,Not Reported
8425,38,I89 N Mm 116,Not at a Junction
8426,107,472 Meadow Lake Dr.,T - Intersection
8427,196,159 ALLEN IRISH RD ,Not Reported
8428,28,Gage Street,Four-way Intersection
8429,126,US RT 2,Not at a Junction
8430,2,1242 Shelburne Road,Not at a Junction
8431,15,65 Jackson Avenue,Not at a Junction
8432,19,COLCHESTER RD,T - Intersection
8433,34,EAST MAIN STREET,T - Intersection
8434,28,VT RT 279,Off Ramp
8435,19,20 Jericho Rd,Not at a Junction
8436,193,Geary Rd,Not at a Junction
8437,34,535 E MAIN ST,Parking Lot
8438,47,E Montepelier Rd,Not at a Junction
8439,88,BUTTON HILL RD,Not Reported
8440,42,484 S Hollow Rd,Y - Intersection
8441,10,244 Retail Way,Not at a Junction
8442,105,2876 Lower Dover Rd,Not at a Junction
8443,6,232 Main St,Parking Lot
8444,47,West Road,Not at a Junction
8445,125,2688 Roxbury Mtn Road,Not at a Junction
8446,2,412 Farrell St,Four-way Intersection
8447,60,5347 Shelburne Road,Not Reported
8448,179,173 Depot Road,Not at a Junction
8449,168,Route 78,T - Intersection
8450,6,580 Canal St,Not at a Junction
8451,12,24 University Terr,Not Reported
8452,19,62 Pearl St,Parking Lot
8453,82,301 US RT 5 South,Parking Lot
8454,20,Wilmington Cross Rd,Not at a Junction
8455,168,Blair Road,T - Intersection
8456,15,Nichols St,Four-way Intersection
8457,67,51 ALPINE DR ,Not Reported
8458,23,I 89 N MM65; MM65/5 ,Not Reported
8459,39,I 89 N MM127; 127/6 ,Not Reported
8460,102,Howrigan Rd,Not at a Junction
8461,153,9400 Block VT ROUTE 36,Not Reported
8462,28,VT RT 279,Not Reported
8463,142,Route 5,Not at a Junction
8464,31,Morrisville Plz,Parking Lot
8465,29,15dd Rt 107,Not at a Junction
8466,14,I93 & I91 NB,Traffic circle / roundabout
8467,181,Not Reported,Y - Intersection
8468,115,1400 Us Route 302,Four-way Intersection
8469,179,768 Dover Rd,Not at a Junction
8470,12,"212 Colchester Ave, Burlington",Parking Lot
8471,169,5610 Monkton Road,Not at a Junction
8472,153,POND ROAD ; FAIRFIELD POND ,Not Reported
8473,218,Weston Andover Rd,Not at a Junction
8474,19,KELLOGG RD,Y - Intersection
8475,36,110 Wagner Road,Y - Intersection
8476,1,Mann Road,Not Reported
8477,59,Man St,Not at a Junction
8478,58,183 Peacham Rd,Not at a Junction
8479,84,265 VT RT 15 ; DOLLAR GENERAL ,Not Reported
8480,10,Beebe Lane,Not at a Junction
8481,13,15 Seymour Street,Not at a Junction
8482,92,VT ROUTE 15,Not Reported
8483,11,US RT 7,Shared-use path or trail
8484,120,3871 Scott Highway,Not at a Junction
8485,11,138 Murray Ave,Shared-use path or trail
8486,60,2689 Shelburne Road,Not at a Junction
8487,10,ST. GEORGE ROAD,Driveway
8488,70,20 Merchant St,Parking Lot
8489,15,18 Vernon Street,Not at a Junction
8490,2,I-89 NB Exit 13,On Ramp
8491,19,3 MORSE DR,Parking Lot
8492,146,US Route 2,Not at a Junction
8493,8,35 West Street,Not at a Junction
8494,96,31 Grand Avenue,Parking Lot
8495,40,Depot Street,Four-way Intersection
8496,21,US Route 2,Not Reported
8497,55,I 91 N MM43/15,Not at a Junction
8498,12,121 Green Acres Dr,Not at a Junction
8499,1,34 VT Route 100 South,Driveway
8500,28,Hewitt Drive,Not at a Junction
8501,72,Old Post Road,Not at a Junction
8502,82,1616 Beaver Meadow Road,Not at a Junction
8503,186,541 US Route 2,Not at a Junction
8504,185,West Main,Not at a Junction
8505,80,Bates Hill Road,Not at a Junction
8506,38,I 89 N MM113,Not Reported
8507,70,50 Brook St,Not at a Junction
8508,6,10 Vernon St,Five-point or more
8509,7,Seavers Brook Road,Not at a Junction
8510,31,137 Morristown Corners Road,Not at a Junction
8511,86,822 Diamond Hill Road,Not at a Junction
8512,94,1021 Monkton Road,Not at a Junction
8513,6,Western Ave,Four-way Intersection
8514,122,Townline Rd,T - Intersection
8515,140,River Road E,Not at a Junction
8516,6,68 Highland St,Not at a Junction
8517,28,South Stream Road,Not at a Junction
8518,105,Not Reported,Four-way Intersection
8519,28,"27 Main Street, North Bennington, VT",Not at a Junction
8520,139,5410 Vt Rt 100,Not at a Junction
8521,6,135 High St,Four-way Intersection
8522,23,I 89 S MM67,Not Reported
8523,60,5224 Shelburne Road,Four-way Intersection
8524,19,RT 289,Not at a Junction
8525,53,BACK MOUNTAIN RD,Not at a Junction
8526,29,I 89 N MM17,Not Reported
8527,1,West Main Street,Not at a Junction
8528,125,5900 Block VT ROUTE 100,Not Reported
8529,12,105 Lafountain St,T - Intersection
8530,247,700 Block GRAHAM RD,Not Reported
8531,35,North Road,Not at a Junction
8532,6,Interstate 91 SB X 2 Off Ramp,Off Ramp
8533,92,3587 VT ROUTE 15 ,Not Reported
8534,85,1003 DANBY-PAWLET RD ,Not Reported
8535,82,254 Main St,Driveway
8536,10,921 Marshall Ave,T - Intersection
8537,35,I 91 N MM110 ,Not Reported
8538,147,1257 Vt Rt 30,Not at a Junction
8539,7,448 South Street,Not at a Junction
8540,170,144 W MOUNTAIN INN RD ,Not Reported
8541,2,1930 Williston Rd,Not Reported
8542,62,133 State Street,Not at a Junction
8543,38,366 Swanton Rd,Four-way Intersection
8544,70,South Main Street,Four-way Intersection
8545,119,US ROute 4 WB,Not at a Junction
8546,86,Brown Farm Road,Not at a Junction
8547,42,751 Maple St,Not Reported
8548,146,366 East Main St,Not at a Junction
8549,19,PEARL ST,Not at a Junction
8550,13,Bakery Lane,Not Reported
8551,21,I 89 N,Not Reported
8552,12,I 89 N MM87 S,Not Reported
8553,78,16 Glastenbury Rd,T - Intersection
8554,35,41 Main Street,T - Intersection
8555,31,105 Morrisville Plaza,Parking Lot
8556,180,Rockingham Hill Rd,Not at a Junction
8557,19,PARK ST,Five-point or more
8558,2,Williston Rd (westbound),On Ramp
8559,168,Route 78,Not at a Junction
8560,59,Cascade Way,Not at a Junction
8561,143,593 Branch Road,Not at a Junction
8562,201,1 Block BLS DR,Not Reported
8563,214,3556 BROOK RD,Not at a Junction
8564,14,300 Block MAIN ST,Not Reported
8565,12,486 S Prospect #wdw Lot,Parking Lot
8566,6,I-91 NB MM9,Not at a Junction
8567,167,Vt Rt 107,Not at a Junction
8568,19,80 Pearl St,Parking Lot
8569,28,200 Elm Street,Four-way Intersection
8570,2,Hinesburg Rd,Not at a Junction
8571,97,217 Troy Street,Not at a Junction
8572,73,65 Pleasant St.,Not Reported
8573,71,6623 US RT 7,Not at a Junction
8574,28,315 Main Street,Four-way Intersection
8575,19,EAST ST,T - Intersection
8576,228,1310 GOOSE GREEN RD ,Not Reported
8577,46,Not Reported,Y - Intersection
8578,94,Us Rt 7,Four-way Intersection
8579,250,COTTAGE RD ,Not Reported
8580,224,1251 US RT 7,Not at a Junction
8581,7,Shaw's 2 Chester Road,Parking Lot
8582,19,3 GENTES RD,Not at a Junction
8583,170,1154 East Arlington Road,Parking Lot
8584,161,1100 Block US ROUTE 2,Not Reported
8585,28,624 Main Street,Not at a Junction
8586,21,642 Sand Road,Not at a Junction
8587,10,141 Harvest Lane,Parking Lot
8588,92,911 HOGBACK RD ,Not Reported
8589,40,3953 Popple Dungeon Road,Not at a Junction
8590,6,Canal St,Driveway
8591,67,Bear Mtn. Rd.,Not at a Junction
8592,28,114 Northside Drive,Four-way Intersection
8593,29,VT Route 14,T - Intersection
8594,6,I-91s On Ramp @ Exit 1,On Ramp
8595,81,Standard Mtn Rd,Not at a Junction
8596,191,VT RT 118,Not Reported
8597,2,I-189 Westbound,Not Reported
8598,31,3292 LaPorte Road,Not at a Junction
8599,82,River Road,Not at a Junction
8600,79,4215 Vt Rt 12A,Not at a Junction
8601,11,1 River St,T - Intersection
8602,7,50 Clinton St,Parking Lot
8603,8,Box 215,Not at a Junction
8604,78,5148 East Road,Not Reported
8605,87,983 Beaver Meadow Road,Not at a Junction
8606,157,1578 Route 100,Not at a Junction
8607,178,Warren Mountain Rd,Not at a Junction
8608,23,820 Waterbury-Stowe Road,Not at a Junction
8609,115,I 89 N MM51; 51.6 ,Not Reported
8610,60,5138 SHELBURNE  RD,Not Reported
8611,3,Main Street,Traffic circle / roundabout
8612,2,60 Timber Lane,Parking Lot
8613,12,235 Pine St,Not at a Junction
8614,11,I 89 N MM99 ,Not Reported
8615,13,Storrs Ave,Not Reported
8616,116,I91MM50/55SB,Not at a Junction
8617,19,8 SUSIE WILSON RD,Four-way Intersection
8618,1,360 RTE 100 N,Not at a Junction
8619,12,63 Carrigan Dr #Jeffords Hall Parking Lo,Parking Lot
8620,25,Frog Pond Road,Not at a Junction
8621,62,100 State Street Parking Lot,Parking Lot
8622,35,168 Old Farm Road,Not at a Junction
8623,4,1027 VT Rt 9,Not at a Junction
8624,42,251 Luce Hill Rd #8,Driveway
8625,42,7412 Mountain Rd,Not Reported
8626,184,1 Block MAIN ST,Not Reported
8627,44,163 Wolcott St,Not at a Junction
8628,183,Not Reported,Not at a Junction
8629,19,2 Corporate Dr,Parking Lot
8630,104,500 Govenror Peck Hwy,Not at a Junction
8631,228,643 Miller Pond Road,Not at a Junction
8632,30,896 US Route 2,T - Intersection
8633,19,1 Market Place,Parking Lot
8634,6,1 Main St,Parking Lot
8635,62,Berlin St,T - Intersection
8636,13,McIntyre Lane,Parking Lot
8637,60,3229 Shelburne Road,Not at a Junction
8638,91,Vt Rt 66,T - Intersection
8639,2,1250 Williston Rd,Parking Lot
8640,69,1135 VT Route 64,Not at a Junction
8641,64,S Main St,Not at a Junction
8642,67,119 W Hill Rd,Not at a Junction
8643,136,5032 State Park Road,Driveway
8644,14,4357 Memorial Dr,Not at a Junction
8645,6,Brook St,T - Intersection
8646,64,98 S Main St,Four-way Intersection
8647,43,I-91 South,T - Intersection
8648,19,255 Jericho Rd,Not at a Junction
8649,156,799 W Corinth Rd,Not at a Junction
8650,55,Mill Rd,T - Intersection
8651,124,I93S,Not at a Junction
8652,60,US Route 7,Not at a Junction
8653,15,South Street,Four-way Intersection
8654,70,Quarry St,Not at a Junction
8655,25,TICEHURST,Not Reported
8656,123,654 Vt Rt 22a,Parking Lot
8657,42,135 Luce Hill Rd,Parking Lot
8658,99,10776 Vt Rt 116,Y - Intersection
8659,161,US ROUTE 2,Not at a Junction
8660,69,131 FALLS BRIDGE RD ,Not Reported
8661,132,1246 Franklin Street,Not at a Junction
8662,70,Hale Street,T - Intersection
8663,115,Airport Road,Four-way Intersection
8664,10,Zehpyr Rd,Driveway
8665,28,Murphy Road,Not at a Junction
8666,180,PLEASANT VALLEY RD,Not Reported
8667,158,VT RT 16,Not Reported
8668,14,1043 LACKIE HILL RD,Not Reported
8669,86,686 BROAD ST ,Not Reported
8670,43,I 91 S MM62 ,Not Reported
8671,2,I89,Not at a Junction
8672,179,VT RT 30,Not Reported
8673,31,Maple Street,T - Intersection
8674,211,VT RT 111; WHITE HILL LOOP ROAD ,Not Reported
8675,147,938 WEST ST ,Not Reported
8676,21,1301 Blakely Road,Not at a Junction
8677,77,100 Block HINESBURG RD,Not Reported
8678,150,Interstate 89 Southbound,Not Reported
8679,54,WHEELER RD,Not Reported
8680,141,Interstate 89 Southbound,Not at a Junction
8681,83,500 Block US RT 7,Not Reported
8682,3,2300 Block BONNET ST,Not Reported
8683,59,I-89 NORTH BOUND,Not at a Junction
8684,132,Pearl St,Shared-use path or trail
8685,28,201 Union Street,Four-way Intersection
8686,10,Rte 116,Not at a Junction
8687,173,TARBELL HILL RD,Not Reported
8688,19,261 PEARL ST,On Ramp
8689,46,5859 US Route 5,T - Intersection
8690,15,10 Woodstock Ave,T - Intersection
8691,29,56 Railroad Street,Not at a Junction
8692,60,205 Maple Leaf,Not at a Junction
8693,84,BARBER FARM RD,Not Reported
8694,28,160 Benmont Avenue,Not Reported
8695,34,LAKEMONT DR,Not Reported
8696,2,Harbor View Rd,Not at a Junction
8697,28,109 Holden Street,Parking Lot
8698,158,VT RT 16,Not Reported
8699,162,1599 Route 30,Not at a Junction
8700,15,21 Hopkins Street,Not at a Junction
8701,4,708 VT RTE 9 W ,Not Reported
8702,161,8132 U.S Route 2,Parking Lot
8703,2,1675 Shelburne Road,Not Reported
8704,104,River Road @ 117,T - Intersection
8705,58,Danville Peacham Rd,T - Intersection
8706,149,VT 105 AND VT RT 78 ,Not Reported
8707,2,1000 Williston Road,Not Reported
8708,14,97 Sherman Drive,Parking Lot
8709,13,Painter Rd,T - Intersection
8710,209,1970 VT ROUTE 100B ,Not Reported
8711,12,Hillside Terr,T - Intersection
8712,4,1660 VT RT 9,Not at a Junction
8713,7,85 Main Street,Not at a Junction
8714,80,I 91 S MM171,Not Reported
8715,73,54 Elm Street,Not at a Junction
8716,67,2347 US 4,T - Intersection
8717,21,5857 Roosevelt Highway,T - Intersection
8718,64,ROUTE  207,Four-way Intersection
8719,21,781 College Parkway,Not at a Junction
8720,80,I 91 N MM175,Not Reported
8721,192,355 Worcester Village Rd,Not at a Junction
8722,28,111 Northside Drive,Four-way Intersection
8723,15,Not Reported,Four-way Intersection
8724,232,Not Reported,Not at a Junction
8725,11,34 Middle Rd,Not at a Junction
8726,36,Goose Pond Rd,Not Reported
8727,82,319 Main St,Parking Lot
8728,7,Interstate 91 NB,Not at a Junction
8729,183,1881 Route 100,Not at a Junction
8730,104,432 Southview Drive,Not at a Junction
8731,7,Not Reported,Off Ramp
8732,146,OREGON RD,Not Reported
8733,55,I 89 S MM7 ,Not Reported
8734,116,Interstate 91 NB,Not at a Junction
8735,70,S Main St,Four-way Intersection
8736,30,I 89 S MM57 ,Not Reported
8737,109,VT ROUTE 242; VT ROUTE 101 ,Not Reported
8738,62,40 Main Street,Not at a Junction
8739,60,5637 Shelburne Rd,Not Reported
8740,12,Hillside Terr,Not at a Junction
8741,115,I-89,Not at a Junction
8742,170,5520 VT Rt 313,Not at a Junction
8743,1,North Road,Not at a Junction
8744,115,Airport Road,T - Intersection
8745,48,BEATTIE RD,Not Reported
8746,48,N Main St,Y - Intersection
8747,15,S Main St,Not at a Junction
8748,32,Ellis Brook Road,Not at a Junction
8749,12,9 Clover Ln,Not at a Junction
8750,89,902 Sawyer Needham Rd,Not at a Junction
8751,168,6 East Alburgh Road,Driveway
8752,96,100 Saint Albans Rd,T - Intersection
8753,7,2 Chester Rd. Suite #25,Not Reported
8754,81,6288 VT Route 15,Not at a Junction
8755,94,1700 Middlebrook Road,Not at a Junction
8756,12,Park St,Not Reported
8757,133,Route 112,Not at a Junction
8758,6,40 Park  Place,Not at a Junction
8759,15,131 Strongs Ave,Not Reported
8760,21,Wilderness Rise,Not at a Junction
8761,107,Wheelerville Road,Not at a Junction
8762,52,100 Westway Mall Drive,Parking Lot
8763,19,68 Osgood Hill Rd,Not at a Junction
8764,30,100 Block MOLLY SUPPLE HILL RD,Not Reported
8765,12,115 St Paul St,Not at a Junction
8766,132,1 Carver ST,Not at a Junction
8767,68,656 Route 11,Not at a Junction
8768,59,E Allen St,Traffic circle / roundabout
8769,185,MAIN STREET,Not at a Junction
8770,12,315 Maple St,Parking Lot
8771,95,Not Reported,Not at a Junction
8772,177,863 Weybridge Road,Not at a Junction
8773,21,697 Hercules Drive,Parking Lot
8774,34,58 Third St,Not at a Junction
8775,33,Route 108,Y - Intersection
8776,31,32 VT RT 15,T - Intersection
8777,10,ESSEX ROAD,T - Intersection
8778,14,Main St,Not at a Junction
8779,104,I-89 South,Not at a Junction
8780,70,155 Ayers Street,Parking Lot
8781,99,490 NORTH ROAD,Not at a Junction
8782,46,I91 MM27/40NB,Not Reported
8783,16,Rt 7N,Four-way Intersection
8784,118,1730 Scott Hwy,Not at a Junction
8785,10,I-89 Exit #12 South Off Ramp,T - Intersection
8786,21,I89N MM 91.6,Not at a Junction
8787,11,1012 INTERSTATE 89 S ,Not Reported
8788,47,Osborne Rd,Not at a Junction
8789,6,250 Putney Rd,Not at a Junction
8790,116,4276 VT ROUTE 106 ,Not Reported
8791,71,Carpenter Hill Road,T - Intersection
8792,6,I 91 N MM9 ,Not Reported
8793,128,929 Vt Route 17 W,Not at a Junction
8794,116,I 91 N MM49 ,Not Reported
8795,70,Maple Avenue,Four-way Intersection
8796,31,2670 Laporte Road,Not at a Junction
8797,148,N LAKE RD,Not Reported
8798,44,Nichols Pond Rd,Not at a Junction
8799,73,ELM STREET,Not at a Junction
8800,57,Stratton Mountain Access Road,Not Reported
8801,19,21a Essex Way,Parking Lot
8802,60,3002 Shelburne Road,Four-way Intersection
8803,12,Maple St,T - Intersection
8804,111,1959 New Duck Pond Road,Not at a Junction
8805,169,2569 Hollow Road,Not at a Junction
8806,72,"I-89, SB, MM 36",Not at a Junction
8807,2,I89NB Exit 14E,Off Ramp
8808,14,970 Memorial Dr,Driveway
8809,7,Piper Road,Four-way Intersection
8810,96,2636 HIGHGATE RD ,Not Reported
8811,141,5948 Georgia Shore Rd,Y - Intersection
8812,19,54 PEARL ST,Not at a Junction
8813,143,234 South Road,Not at a Junction
8814,12,86 St Paul St,Not Reported
8815,115,I 89 S MM49 ,Not Reported
8816,12,461 Main Street,Four-way Intersection
8817,12,Oak St,Four-way Intersection
8818,112,MM18,Not at a Junction
8819,179,1 Block BAKER BROOK RD,Not Reported
8820,140,Upper French Hill,Not at a Junction
8821,81,Coles Pond Road,Not at a Junction
8822,96,Canada Street,Not at a Junction
8823,218,Marsh Hill Rd,Not at a Junction
8824,132,Florence Rd,Not at a Junction
8825,70,Cottage Street,T - Intersection
8826,53,135 Main St,Not at a Junction
8827,82,21 Willey Hill Road,Not at a Junction
8828,19,Rte. 15,Four-way Intersection
8829,6,Vermont Route 9,Not at a Junction
8830,88,VT RTE 110,Not at a Junction
8831,29,North Windsor Street,Not at a Junction
8832,69,I 89 N MM46; 25 YDS N OF EXIT 6 ON RAMP ,Not Reported
8833,59,10 East St,Parking Lot
8834,119,Route 4A,Four-way Intersection
8835,19,6 PINECREST DR,Not Reported
8836,10,212 Day Lane,Parking Lot
8837,12,95 Spear Street,Not Reported
8838,112,Main St,T - Intersection
8839,10,Leroy Ave & Marshall Ave,Not Reported
8840,69,4785 VT ROUTE 14 ,Not Reported
8841,132,1 Grove St,Parking Lot
8842,28,River Street,Not at a Junction
8843,209,961 Howes Road,Not Reported
8844,7,Martin Court,Not at a Junction
8845,60,US ROute 7,Four-way Intersection
8846,213,34 CREEK RD ,Not Reported
8847,59,Not Reported,Off Ramp
8848,180,I-91 MM 35/95 NB,Not at a Junction
8849,15,100 Allen Street,Y - Intersection
8850,19,50 SUSIE WILSON RD,Y - Intersection
8851,2,20 Harbor View Road,Not at a Junction
8852,167,900 Block VT ROUTE 100,Not Reported
8853,200,1770 US RT 7,Not at a Junction
8854,111,I 91 S MM150; MM 150.8 ,Not Reported
8855,12,Carrigan Dr,Not at a Junction
8856,104,Rt 117,T - Intersection
8857,19,39 PROSPECT ST,Parking Lot
8858,140,1126 VT RT 100C,Not at a Junction
8859,10,"I-89, S, Mm82",Parking Lot
8860,12,I 89 S MM88; .2  S,Not Reported
8861,31,13 VT Rt 15 E,T - Intersection
8862,40,108 Pleasant Street,Parking Lot
8863,12,143 S Willard St,Parking Lot
8864,94,856 S MIDDLEBROOK RD ,Not Reported
8865,6,High Street,T - Intersection
8866,11,17 Rebecca Lander Dr,Parking Lot
8867,179,Not Reported,T - Intersection
8868,63,1523 Camp Brook Rd,Not at a Junction
8869,86,VT RT 122,Not Reported
8870,2,1118 Williston Rd,Parking Lot
8871,242,Not Reported,Not at a Junction
8872,24,36 VT Route 133,Y - Intersection
8873,205,EAST PITTSFORD RD;1/2 MILE FROM WOODEN B,Not Reported
8874,84,6 S MAIN ST ,Not Reported
8875,2,1272 Williston Road,Not Reported
8876,5,US RT 2,Four-way Intersection
8877,102,Vt Rt 105,Not at a Junction
8878,15,Woodstock Avenue,T - Intersection
8879,12,22 Charles St,Not Reported
8880,161,7202 US Rt. 2,Not at a Junction
8881,19,1000 River Rd,Parking Lot
8882,10,37 MOUNTAIN VIEW ROAD,Not at a Junction
8883,44,Vt Rt 14 S,Not at a Junction
8884,11,45 Hobbs Rd,Not at a Junction
8885,137,355 VT RT 100,Not at a Junction
8886,35,1080 Snake Road,Not at a Junction
8887,80,35 DAY ST ,Not Reported
8888,80,I 91 S MM176 ,Not Reported
8889,116,Vermont Route 5/131,Five-point or more
8890,115,800 US RTE 302,Parking Lot
8891,34,Western Avenue,Four-way Intersection
8892,62,1 National Life Dr,T - Intersection
8893,122,228 Barrett Hill Rd,Not at a Junction
8894,14,200 Block HOSPITAL DR,Not Reported
8895,195,GLOVER RD,Not Reported
8896,112,S. Hickory Ridge Rd,T - Intersection
8897,84,BROWNS TRCE,Not Reported
8898,185,West Street,Not at a Junction
8899,12,77 Lori Ln,Not at a Junction
8900,28,233 Union Street,Not at a Junction
8901,26,1391 VT RT 9,Not at a Junction
8902,60,Shelburne Rd And Hullcrest Rd,Not at a Junction
8903,6,12 Oak St,Not at a Junction
8904,7,109 Summer Street,Parking Lot
8905,2,250 Twin Oaks Terrace,Parking Lot
8906,92,RT 108,Not Reported
8907,7,360 River ST,Not at a Junction
8908,1,Mann Road,T - Intersection
8909,2,26 Hinesburg Road,Parking Lot
8910,23,I-89 North,Not at a Junction
8911,70,97 Berlin St,Not at a Junction
8912,21,Heineberg Drive,Four-way Intersection
8913,85,788 Green Hill Rd,Not at a Junction
8914,11,332 US Rt 7 S,T - Intersection
8915,109,6409 VT RT 100,T - Intersection
8916,171,8100 Block COLD RIVER RD,Not Reported
8917,59,13 W Center St,Not at a Junction
8918,10,2939 St George Rd,Not Reported
8919,12,1 Industrial Pkwy,T - Intersection
8920,176,VT ROUTE 100,Not Reported
8921,6,420 Western Ave,T - Intersection
8922,10,Williston Rd,Not at a Junction
8923,2,Allen Road,T - Intersection
8924,39,CARTER HILL RD,Not Reported
8925,10,St George Rd / I 89,Not Reported
8926,150,I 89 S,Not at a Junction
8927,154,WEATHERHEAD HOLLOW RD,Not Reported
8928,87,5144 Vt Rt 14,Not at a Junction
8929,7,2 Chester Rd.,Four-way Intersection
8930,2,Interstate 189 EB,Not at a Junction
8931,1,573 VT Rt 100 North,Not at a Junction
8932,116,6200 Block US RT 5,Not Reported
8933,105,896 Route 9,Not at a Junction
8934,31,16 Portland St,Parking Lot
8935,162,East West Road,Not at a Junction
8936,196,OLD NUMBER 11 ROAD,Not Reported
8937,36,VT ROUTE 104,Not Reported
8938,141,OAKLAND STATION RD,Not Reported
8939,19,I 289 Exit 12,Not at a Junction
8940,141,Arrowhead Lake Rd,Not at a Junction
8941,31,Congress Street,Parking Lot
8942,141,1207 Ethan Allen Hwy,T - Intersection
8943,12,595 Shelburne Rd,Unknown
8944,169,858 BORO HILL RD ,Not Reported
8945,142,3249 LAKE MOREY RD ,Not Reported
8946,64,13 High St,Not at a Junction
8947,39,I 89 N; BEFORE BORDER CROSSING ,Not Reported
8948,21,400 US Route 7,Parking Lot
8949,13,60 N Pleasant St,Not Reported
8950,112,229 Route 5,Not at a Junction
8951,230,WHEELOCK RD,Not Reported
8952,176,179 Rt 155,Not at a Junction
8953,2,Airport Pky,Four-way Intersection
8954,77,GREENBUSH ROAD,Not Reported
8955,15,EVELYN STREET,T - Intersection
8956,96,Mile Marker 118.10,Not at a Junction
8957,31,Cadys Falls Rd,Not at a Junction
8958,102,VT Route 108,Not at a Junction
8959,64,136 South Main St,Not at a Junction
8960,21,Prim Road,Four-way Intersection
8961,19,MAIN ST,T - Intersection
8962,185,Main Street,Not Reported
8963,7,I-91 S MM 41.6,Not at a Junction
8964,98,I 91 NB Mm 165.9,Not at a Junction
8965,10,4160 St George Rd,Not Reported
8966,6,911 Western Ave,Not at a Junction
8967,6,Birge St,Not at a Junction
8968,28,116 SouthStreet,Four-way Intersection
8969,28,Vermont Route 9,Not at a Junction
8970,146,2900 Block SHADOW LAKE RD,Not Reported
8971,12,16 Mansfield Ave,Not at a Junction
8972,74,21 Old Town Road,Not at a Junction
8973,42,434 Edson Hill Rd,Not Reported
8974,81,5500 Block NOYESTAR RD,Not Reported
8975,11,250 US Route 7,Driveway
8976,12,266 College St,Not at a Junction
8977,2,Fayette Rd,Not at a Junction
8978,132,356 Champlain St,Parking Lot
8979,141,I 89 S EXIT 18 ,Not Reported
8980,7,Randall Hill Road,Not at a Junction
8981,71,31 MONTGOMERY RD ,Not Reported
8982,53,I 91 N MM54 ,Not Reported
8983,2,I-189 East,Not Reported
8984,105,488 Route 9,Not at a Junction
8985,39,I 89 N MM126 ,Not Reported
8986,46,Westminster Street,Not at a Junction
8987,14,442 Crepeault Hill Road,Not at a Junction
8988,115,1063 US Route 302,Not Reported
8989,172,Clark's Cross Road,Not at a Junction
8990,12,25 Colchester Ave,T - Intersection
8991,114,514 Tyler Hill Rd,Not at a Junction
8992,29,539 South Windsor Street,T - Intersection
8993,31,Laporte Road,Four-way Intersection
8994,169,126 Covered Bridge,Not at a Junction
8995,31,Golf Course Rd,Not at a Junction
8996,50,5904 South Wheelock Road,Not at a Junction
8997,165,PUDVAH HILL RD,Not Reported
8998,34,MAIN STREET,Four-way Intersection
8999,63,2057 Vt Rt 12,Not at a Junction
9000,111,1 Block TUCKER HILL RD,Not Reported
9001,47,414 E Montpelier Rd,Not at a Junction
9002,28,1514 North Bennington Road,Not at a Junction
9003,8,32 Hazel Drive,T - Intersection
9004,1,Parsons Road,Not at a Junction
9005,72,15 Rood Pond Rd,Not at a Junction
9006,19,CENTER RD,Not at a Junction
9007,155,213 W Main St.,Not at a Junction
9008,59,W Center St,Four-way Intersection
9009,10,28 Walnut St.,Not at a Junction
9010,61,400 Sawnee Bean Rd,Not at a Junction
9011,6,122 Birge St,Parking Lot
9012,10,Mountainview Rd,Not Reported
9013,12,466 S Prospect St,T - Intersection
9014,19,8 PARK ST,Parking Lot
9015,55,I-89 SB MM4,Not Reported
9016,2,Spear St,Not at a Junction
9017,79,2068 Little Northfield Road,Not at a Junction
9018,2,75 Eastwood Dr,Parking Lot
9019,216,North Rd,T - Intersection
9020,133,3658 JACKSONVILLE STAGE RD ,Not Reported
9021,33,ROUTE 105,Not Reported
9022,2,82 Anderson Parkway,Parking Lot
9023,99,VT RT 116,Not at a Junction
9024,28,129 Benmont Avenue,Not at a Junction
9025,61,895 Five Corners Road,Not at a Junction
9026,47,684 S Barre Rd,Parking Lot
9027,116,529 WELLWOOD ORCHARD RD,Not at a Junction
9028,173,1845 Twenty Mile Stream Rd,Not at a Junction
9029,122,Townline Road,T - Intersection
9030,87,Downer State Forest Rd,Not at a Junction
9031,36,2600 Block MAIN ST,Not Reported
9032,28,10 Safford Street,Not at a Junction
